,Predator,Prey
1772,Soldierfish,Herbivorous crustacea V
1773,Soldierfish,Herbivorous crustacea VI
1774,Soldierfish,Omnivorous crustacea V
1775,Soldierfish,Carnivorous crustacea III
1776,Soldierfish,Omnivorous crustacea VI
1777,Soldierfish,Amphiroa crustacea I
1778,Soldierfish,Omnivorous crustacea VII
1779,Soldierfish,Carnivorous ophiuroids
1780,Hawkfish,Herbivorous micro-zooplankton
1781,Hawkfish,Omnivorous micro-zooplankton
1782,Hawkfish,Carnivorous micro-zooplankton
1783,Hawkfish,Carnivorous micro-zooplankton
1784,Hawkfish,Macroplanktonic carnivores I
1785,Hawkfish,Large omnivorous micro-zooplankton
1786,Hawkfish,Large omnivorous micro-zooplankton
1787,Hawkfish,Large carnivorous micro-zooplankton
1788,Hawkfish,Endolithic polychaetes
1789,Hawkfish,Corallivorous polychaetes
1790,Hawkfish,Omnivorous crustacea VIII
1791,Hawkfish,Omnivorous crustacea XI
1792,Hawkfish,Coral macrocrustacean I
1793,Hawkfish,Coral macrocrustacean II
1794,Hawkfish,Coral macrocrustacean III
1795,Hawkfish,Coral macrocrustacean IV
1796,Hawkfish,Coral macrocrustacean V
1797,Hawkfish,Coral macrocrustacean VI
1798,Hawkfish,Herbivorous crustacea V
1799,Hawkfish,Herbivorous crustacea VI
1800,Hawkfish,Omnivorous crustacea V
1801,Hawkfish,Carnivorous crustacea III
1802,Hawkfish,Omnivorous crustacea VI
1803,Hawkfish,Amphiroa crustacea I
1804,Hawkfish,Omnivorous crustacea VII
1805,Carnivorous fish I,Herbivorous micro-zooplankton
1806,Carnivorous fish I,Omnivorous micro-zooplankton
1807,Carnivorous fish I,Carnivorous micro-zooplankton
1808,Carnivorous fish I,Carnivorous micro-zooplankton
1809,Carnivorous fish I,Macroplanktonic carnivores I
1810,Carnivorous fish I,Large omnivorous micro-zooplankton
1811,Carnivorous fish I,Large omnivorous micro-zooplankton
1812,Carnivorous fish I,Large carnivorous micro-zooplankton
1813,Carnivorous fish I,Corallivorous polychaetes
1814,Butterflyfish,Herbivorous micro-zooplankton
1815,Butterflyfish,Omnivorous micro-zooplankton
1816,Butterflyfish,Carnivorous micro-zooplankton
1817,Butterflyfish,Carnivorous micro-zooplankton
1818,Butterflyfish,Macroplanktonic carnivores I
1819,Butterflyfish,Large omnivorous micro-zooplankton
1820,Butterflyfish,Large omnivorous micro-zooplankton
1821,Butterflyfish,Large carnivorous micro-zooplankton
1822,Butterflyfish,Endolithic polychaetes
1823,Butterflyfish,Hermatypic coralsù
1824,Butterflyfish,Omnivorous crustacea VIII
1825,Butterflyfish,Omnivorous crustacea XI
1826,Butterflyfish,Diadema
1827,Butterflyfish,Tripneustes
1828,Butterflyfish,Eucidaris
1829,Butterflyfish,Echinometra
1830,Jawfish,Herbivorous micro-zooplankton
1831,Jawfish,Omnivorous micro-zooplankton
1832,Jawfish,Carnivorous micro-zooplankton
1833,Jawfish,Carnivorous micro-zooplankton
1834,Jawfish,Macroplanktonic carnivores I
1835,Jawfish,Large omnivorous micro-zooplankton
1836,Jawfish,Large omnivorous micro-zooplankton
1837,Jawfish,Large carnivorous micro-zooplankton
1838,Jawfish,Endolithic polychaetes
1839,Jawfish,Corallivorous polychaetes
1840,Jawfish,Omnivorous crustacea VIII
1841,Jawfish,Omnivorous crustacea XI
1842,Flamefish,Herbivorous micro-zooplankton
1843,Flamefish,Omnivorous micro-zooplankton
1844,Flamefish,Carnivorous micro-zooplankton
1845,Flamefish,Carnivorous micro-zooplankton
1846,Flamefish,Macroplanktonic carnivores I
1847,Flamefish,Large omnivorous micro-zooplankton
1848,Flamefish,Large omnivorous micro-zooplankton
1849,Flamefish,Large carnivorous micro-zooplankton
1850,Flamefish,Corallivorous polychaetes
1851,Flamefish,Omnivorous crustacea VIII
1852,Flamefish,Omnivorous crustacea XI
1853,Flamefish,Coral macrocrustacean I
1854,Flamefish,Coral macrocrustacean II
1855,Flamefish,Coral macrocrustacean III
1856,Flamefish,Coral macrocrustacean IV
1857,Flamefish,Coral macrocrustacean V
1858,Flamefish,Coral macrocrustacean VI
1859,Flamefish,Herbivorous crustacea V
1860,Flamefish,Herbivorous crustacea VI
1861,Flamefish,Omnivorous crustacea V
1862,Flamefish,Carnivorous crustacea III
1863,Flamefish,Omnivorous crustacea VI
1864,Flamefish,Amphiroa crustacea I
1865,Flamefish,Omnivorous crustacea VII
1866,Carnivorous fish II,Herbivorous micro-zooplankton
1867,Carnivorous fish II,Omnivorous micro-zooplankton
1868,Carnivorous fish II,Carnivorous micro-zooplankton
1869,Carnivorous fish II,Carnivorous micro-zooplankton
1870,Carnivorous fish II,Large omnivorous micro-zooplankton
1871,Carnivorous fish II,Large carnivorous micro-zooplankton
1872,Carnivorous fish II,Omnivorous crustacea VIII
1873,Carnivorous fish II,Omnivorous crustacea XI
1874,Carnivorous fish II,Coral macrocrustacean I
1875,Carnivorous fish II,Coral macrocrustacean II
1876,Carnivorous fish II,Coral macrocrustacean III
1877,Carnivorous fish II,Coral macrocrustacean IV
1878,Carnivorous fish II,Coral macrocrustacean V
1879,Carnivorous fish II,Coral macrocrustacean VI
1880,Carnivorous fish II,Herbivorous crustacea V
1881,Carnivorous fish II,Herbivorous crustacea VI
1882,Carnivorous fish II,Omnivorous crustacea V
1883,Carnivorous fish II,Carnivorous crustacea III
1884,Carnivorous fish II,Omnivorous crustacea VI
1885,Carnivorous fish II,Amphiroa crustacea I
1886,Carnivorous fish II,Omnivorous crustacea VII
1887,Carnivorous fish II,Molluscivorous crustacea II
1888,Carnivorous fish II,Amphiroa crustacea II
1889,Butterflyfish,Herbivorous micro-zooplankton
1890,Butterflyfish,Omnivorous micro-zooplankton
1891,Butterflyfish,Carnivorous micro-zooplankton
1892,Butterflyfish,Carnivorous micro-zooplankton
1893,Butterflyfish,Macroplanktonic carnivores I
1894,Butterflyfish,Large omnivorous micro-zooplankton
1895,Butterflyfish,Large omnivorous micro-zooplankton
1896,Butterflyfish,Large carnivorous micro-zooplankton
1897,Butterflyfish,Benthic carnivores I
1898,Butterflyfish,Hermatypic benthic carnivores I
1899,Butterflyfish,Endolithic polychaetes
1900,Butterflyfish,Corallivorous polychaetes
1901,Butterflyfish,Omnivorous crustacea VIII
1902,Butterflyfish,Omnivorous crustacea XI
1903,Bass,Stomatopods II
1904,Bass,Omnivorous crustacea VIII
1905,Bass,Omnivorous crustacea XI
1906,Bass,Coral macrocrustacean I
1907,Bass,Coral macrocrustacean II
1908,Bass,Coral macrocrustacean III
1909,Bass,Coral macrocrustacean IV
1910,Bass,Coral macrocrustacean V
1911,Bass,Coral macrocrustacean VI
1912,Bass,Herbivorous crustacea V
1913,Bass,Herbivorous crustacea VI
1914,Bass,Omnivorous crustacea V
1915,Bass,Carnivorous crustacea III
1916,Bass,Omnivorous crustacea VI
1917,Bass,Amphiroa crustacea I
1918,Bass,Omnivorous crustacea VII
1919,Bass,Molluscivorous crustacea II
1920,Bass,Amphiroa crustacea II
1921,Jawfish,Omnivorous crustacea VIII
1922,Jawfish,Omnivorous crustacea XI
1923,Jawfish,Coral macrocrustacean I
1924,Jawfish,Coral macrocrustacean II
1925,Jawfish,Coral macrocrustacean III
1926,Jawfish,Coral macrocrustacean IV
1927,Jawfish,Coral macrocrustacean V
1928,Jawfish,Coral macrocrustacean VI
1929,Jawfish,Herbivorous crustacea V
1930,Jawfish,Herbivorous crustacea VI
1931,Jawfish,Omnivorous crustacea V
1932,Jawfish,Carnivorous crustacea III
1933,Jawfish,Omnivorous crustacea VI
1934,Jawfish,Amphiroa crustacea I
1935,Jawfish,Omnivorous crustacea VII
1936,Jawfish,Carnivorous ophiuroids
1937,Moray,Omnivorous crustacea VIII
1938,Moray,Omnivorous crustacea XI
1939,Moray,Coral macrocrustacean I
1940,Moray,Coral macrocrustacean II
1941,Moray,Coral macrocrustacean III
1942,Moray,Coral macrocrustacean IV
1943,Moray,Coral macrocrustacean V
1944,Moray,Coral macrocrustacean VI
1945,Moray,Herbivorous crustacea V
1946,Moray,Herbivorous crustacea VI
1947,Moray,Omnivorous crustacea V
1948,Moray,Carnivorous crustacea III
1949,Moray,Omnivorous crustacea VI
1950,Moray,Amphiroa crustacea I
1951,Moray,Omnivorous crustacea VII
1952,Moray,Molluscivorous crustacea II
1953,Moray,Amphiroa crustacea II
1954,Angelfish,Epibenthic sponges
1955,Angelfish,Benthic carnivores I
1956,Angelfish,Hermatypic benthic carnivores I
1957,Yellowfin mojarra,Spongivorous nudibranchs
1958,Yellowfin mojarra,Omnivorous gastropod
1959,Yellowfin mojarra,Herbivorous gastropods I
1960,Yellowfin mojarra,Herbivorous gastropods II
1961,Yellowfin mojarra,Herbivorous gastropods III
1962,Yellowfin mojarra,Corallivorous gastropods IV
1963,Yellowfin mojarra,Epifaunal bivalve carnivores I
1964,Yellowfin mojarra,Sponge-anemone carnivores I
1965,Yellowfin mojarra,Epifaunal attached hard substrate suspension feeder
1966,Yellowfin mojarra,Epifaunal free hard substrate suspension feeder
1967,Yellowfin mojarra,Endolithic polychaetes
1968,Yellowfin mojarra,Corallivorous polychaetes
1969,Yellowfin mojarra,Stomatopods II
1970,Yellowfin mojarra,Omnivorous crustacea VIII
1971,Yellowfin mojarra,Omnivorous crustacea XI
1972,Yellowfin mojarra,Coral macrocrustacean I
1973,Yellowfin mojarra,Coral macrocrustacean II
1974,Yellowfin mojarra,Coral macrocrustacean III
1975,Yellowfin mojarra,Coral macrocrustacean IV
1976,Yellowfin mojarra,Coral macrocrustacean V
1977,Yellowfin mojarra,Coral macrocrustacean VI
1978,Yellowfin mojarra,Herbivorous crustacea V
1979,Yellowfin mojarra,Herbivorous crustacea VI
1980,Yellowfin mojarra,Omnivorous crustacea V
1981,Yellowfin mojarra,Carnivorous crustacea III
1982,Yellowfin mojarra,Omnivorous crustacea VI
1983,Yellowfin mojarra,Amphiroa crustacea I
1984,Yellowfin mojarra,Omnivorous crustacea VII
1985,Yellowfin mojarra,Molluscivorous crustacea II
1986,Yellowfin mojarra,Amphiroa crustacea II
1987,Yellowfin mojarra,Carnivorous ophiuroids
1988,Blenny,Carnivorous ophiuroids
1989,Jawfish,Omnivorous crustacea VIII
1990,Jawfish,Omnivorous crustacea XI
1991,Carnivorous fish III,Spongivorous nudibranchs
1992,Carnivorous fish III,Omnivorous gastropod
1993,Carnivorous fish III,Herbivorous gastropods I
1994,Carnivorous fish III,Herbivorous gastropods II
1995,Carnivorous fish III,Herbivorous gastropods III
1996,Carnivorous fish III,Corallivorous gastropods IV
1997,Carnivorous fish III,Epifaunal bivalve carnivores I
1998,Carnivorous fish III,Sponge-anemone carnivores I
1999,Carnivorous fish III,Epifaunal bivalve carnivores II
2000,Carnivorous fish III,Detritivorous gastropods I
2001,Carnivorous fish III,Epiphyte grazer I
2002,Carnivorous fish III,Echinoid carnivores I
2003,Carnivorous fish III,Herbivorous gastropods IV
2004,Carnivorous fish III,Shallow infaunal deposit feeders I
2005,Carnivorous fish III,Deep infaunal soft substrate suspension feeders
2006,Carnivorous fish III,Shallow infaunal suspension feeders with chemosymbionts
2007,Carnivorous fish III,Shallow infaunal soft substrate suspension feeder
2008,Carnivorous fish III,Epifaunal attached hard substrate suspension feeder
2009,Carnivorous fish III,Epifaunal attached soft substrate suspension feeder
2010,Carnivorous fish III,Epifaunal free hard substrate suspension feeder
2011,Carnivorous fish III,Infaunal hard substrate suspension feeders
2012,Carnivorous fish III,Epifaunal free soft substrate suspension feeder
2013,Carnivorous fish III,Endolithic polychaetes
2014,Carnivorous fish III,Corallivorous polychaetes
2015,Carnivorous fish III,Deposit feeders II
2016,Carnivorous fish III,Coral macrocrustacean I
2017,Carnivorous fish III,Coral macrocrustacean II
2018,Carnivorous fish III,Coral macrocrustacean III
2019,Carnivorous fish III,Coral macrocrustacean IV
2020,Carnivorous fish III,Coral macrocrustacean V
2021,Carnivorous fish III,Coral macrocrustacean VI
2022,Carnivorous fish III,Herbivorous crustacea V
2023,Carnivorous fish III,Herbivorous crustacea VI
2024,Carnivorous fish III,Omnivorous crustacea V
2025,Carnivorous fish III,Carnivorous crustacea III
2026,Carnivorous fish III,Omnivorous crustacea VI
2027,Carnivorous fish III,Amphiroa crustacea I
2028,Carnivorous fish III,Omnivorous crustacea VII
2029,Carnivorous fish III,Herbivorous crustacea I
2030,Carnivorous fish III,Herbivorous crustacea II
2031,Carnivorous fish III,Herbivorous crustacea III
2032,Carnivorous fish III,Omnivorous crustacea II
2033,Carnivorous fish III,Omnivorous crustacea III
2034,Carnivorous fish III,Carnivorous ophiuroids
2035,Carnivorous fish III,Diadema
2036,Carnivorous fish III,Tripneustes
2037,Carnivorous fish III,Eucidaris
2038,Carnivorous fish III,Echinometra
2039,Carnivorous fish III,Lytechinus
2040,Carnivorous fish III,Deposit feeders I
2041,Carnivorous fish IV,Spongivorous nudibranchs
2042,Carnivorous fish IV,Omnivorous gastropod
2043,Carnivorous fish IV,Herbivorous gastropods I
2044,Carnivorous fish IV,Herbivorous gastropods II
2045,Carnivorous fish IV,Herbivorous gastropods III
2046,Carnivorous fish IV,Corallivorous gastropods IV
2047,Carnivorous fish IV,Epifaunal bivalve carnivores I
2048,Carnivorous fish IV,Sponge-anemone carnivores I
2049,Carnivorous fish IV,Epifaunal bivalve carnivores II
2050,Carnivorous fish IV,Detritivorous gastropods I
2051,Carnivorous fish IV,Epiphyte grazer I
2052,Carnivorous fish IV,Echinoid carnivores I
2053,Carnivorous fish IV,Herbivorous gastropods IV
2054,Carnivorous fish IV,Shallow infaunal deposit feeders I
2055,Carnivorous fish IV,Deep infaunal soft substrate suspension feeders
2056,Carnivorous fish IV,Shallow infaunal suspension feeders with chemosymbionts
2057,Carnivorous fish IV,Shallow infaunal soft substrate suspension feeder
2058,Carnivorous fish IV,Epifaunal attached hard substrate suspension feeder
2059,Carnivorous fish IV,Epifaunal attached soft substrate suspension feeder
2060,Carnivorous fish IV,Epifaunal free hard substrate suspension feeder
2061,Carnivorous fish IV,Infaunal hard substrate suspension feeders
2062,Carnivorous fish IV,Epifaunal free soft substrate suspension feeder
2063,Carnivorous fish IV,Endolithic polychaetes
2064,Carnivorous fish IV,Corallivorous polychaetes
2065,Carnivorous fish IV,Deposit feeders II
2066,Carnivorous fish IV,Coral macrocrustacean I
2067,Carnivorous fish IV,Coral macrocrustacean II
2068,Carnivorous fish IV,Coral macrocrustacean III
2069,Carnivorous fish IV,Coral macrocrustacean IV
2070,Carnivorous fish IV,Coral macrocrustacean V
2071,Carnivorous fish IV,Coral macrocrustacean VI
2072,Carnivorous fish IV,Herbivorous crustacea V
2073,Carnivorous fish IV,Herbivorous crustacea VI
2074,Carnivorous fish IV,Omnivorous crustacea V
2075,Carnivorous fish IV,Carnivorous crustacea III
2076,Carnivorous fish IV,Omnivorous crustacea VI
2077,Carnivorous fish IV,Amphiroa crustacea I
2078,Carnivorous fish IV,Omnivorous crustacea VII
2079,Carnivorous fish IV,Herbivorous crustacea I
2080,Carnivorous fish IV,Herbivorous crustacea II
2081,Carnivorous fish IV,Herbivorous crustacea III
2082,Carnivorous fish IV,Omnivorous crustacea II
2083,Carnivorous fish IV,Omnivorous crustacea III
2084,Carnivorous fish IV,Carnivorous ophiuroids
2085,Carnivorous fish V,Spongivorous nudibranchs
2086,Carnivorous fish V,Omnivorous gastropod
2087,Carnivorous fish V,Herbivorous gastropods I
2088,Carnivorous fish V,Herbivorous gastropods II
2089,Carnivorous fish V,Herbivorous gastropods III
2090,Carnivorous fish V,Corallivorous gastropods IV
2091,Carnivorous fish V,Epifaunal bivalve carnivores I
2092,Carnivorous fish V,Sponge-anemone carnivores I
2093,Carnivorous fish V,Gorgonian carnivores I
2094,Carnivorous fish V,Herbivorous gastropod carnivores I
2095,Carnivorous fish V,Epifaunal bivalve carnivores II
2096,Carnivorous fish V,Detritivorous gastropods I
2097,Carnivorous fish V,Epiphyte grazer I
2098,Carnivorous fish V,Echinoid carnivores I
2099,Carnivorous fish V,Herbivorous gastropods IV
2100,Carnivorous fish V,Shallow infaunal deposit feeders I
2101,Carnivorous fish V,Deep infaunal soft substrate suspension feeders
2102,Carnivorous fish V,Shallow infaunal suspension feeders with chemosymbionts
2103,Carnivorous fish V,Shallow infaunal soft substrate suspension feeder
2104,Carnivorous fish V,Epifaunal attached hard substrate suspension feeder
2105,Carnivorous fish V,Epifaunal attached soft substrate suspension feeder
2106,Carnivorous fish V,Epifaunal free hard substrate suspension feeder
2107,Carnivorous fish V,Infaunal hard substrate suspension feeders
2108,Carnivorous fish V,Epifaunal free soft substrate suspension feeder
2109,Carnivorous fish V,Molluscivores II
2110,Carnivorous fish V,Molluscivores III
2111,Carnivorous fish V,Coral macrocrustacean I
2112,Carnivorous fish V,Coral macrocrustacean II
2113,Carnivorous fish V,Coral macrocrustacean III
2114,Carnivorous fish V,Coral macrocrustacean IV
2115,Carnivorous fish V,Coral macrocrustacean V
2116,Carnivorous fish V,Coral macrocrustacean VI
2117,Carnivorous fish V,Herbivorous crustacea V
2118,Carnivorous fish V,Herbivorous crustacea VI
2119,Carnivorous fish V,Omnivorous crustacea V
2120,Carnivorous fish V,Carnivorous crustacea III
2121,Carnivorous fish V,Omnivorous crustacea VI
2122,Carnivorous fish V,Amphiroa crustacea I
2123,Carnivorous fish V,Omnivorous crustacea VII
2124,Carnivorous fish V,Amphiroa crustacea II
2125,Carnivorous fish V,Herbivorous crustacea I
2126,Carnivorous fish V,Herbivorous crustacea II
2127,Carnivorous fish V,Herbivorous crustacea III
2128,Carnivorous fish V,Omnivorous crustacea II
2129,Carnivorous fish V,Omnivorous crustacea III
2130,Carnivorous fish V,Omnivorous crustacea I (=81)
2131,Carnivorous fish V,Carnivorous crustacea I
2132,Carnivorous fish V,Carnivorous crustacea II
2133,Carnivorous fish V,Molluscivorous crustacea II
2134,Carnivorous fish V,Tripneustes
2135,Carnivorous fish V,Eucidaris
2136,Carnivorous fish V,Echinometra
2137,Carnivorous fish V,Lytechinus
2138,Zooplanktivorous fish II,Herbivorous micro-zooplankton
2139,Zooplanktivorous fish II,Omnivorous micro-zooplankton
2140,Zooplanktivorous fish II,Carnivorous micro-zooplankton
2141,Zooplanktivorous fish II,Carnivorous micro-zooplankton
2142,Zooplanktivorous fish II,Large omnivorous micro-zooplankton
2143,Zooplanktivorous fish II,Large omnivorous micro-zooplankton
2144,Zooplanktivorous fish II,Large carnivorous micro-zooplankton
2145,Goatfish,Herbivorous micro-zooplankton
2146,Goatfish,Omnivorous micro-zooplankton
2147,Goatfish,Carnivorous micro-zooplankton
2148,Goatfish,Carnivorous micro-zooplankton
2149,Goatfish,Macroplanktonic carnivores I
2150,Goatfish,Large omnivorous micro-zooplankton
2151,Goatfish,Large omnivorous micro-zooplankton
2152,Goatfish,Large carnivorous micro-zooplankton
2153,Goatfish,Epifaunal attached hard substrate suspension feeder
2154,Goatfish,Epifaunal free hard substrate suspension feeder
2155,Goatfish,Shallow infaunal deposit feeders I
2156,Goatfish,Deep infaunal soft substrate suspension feeders
2157,Goatfish,Shallow infaunal suspension feeders with chemosymbionts
2158,Goatfish,Shallow infaunal soft substrate suspension feeder
2159,Goatfish,Epifaunal attached hard substrate suspension feeder
2160,Goatfish,Epifaunal attached soft substrate suspension feeder
2161,Goatfish,Epifaunal free hard substrate suspension feeder
2162,Goatfish,Infaunal hard substrate suspension feeders
2163,Goatfish,Epifaunal free soft substrate suspension feeder
2164,Goatfish,Corallivorous polychaetes
2165,Goatfish,Deposit feeders II
2166,Goatfish,Omnivorous crustacea VIII
2167,Goatfish,Omnivorous crustacea XI
2168,Goatfish,Cleaner crustacea I
2169,Goatfish,Omnivorous crustacea IX
2170,Goatfish,Omnivorous crustacea XI
2171,Goatfish,Molluscivorous crustacea II
2172,Goatfish,Coral macrocrustacean I
2173,Goatfish,Coral macrocrustacean II
2174,Goatfish,Coral macrocrustacean III
2175,Goatfish,Coral macrocrustacean IV
2176,Goatfish,Coral macrocrustacean V
2177,Goatfish,Coral macrocrustacean VI
2178,Goatfish,Herbivorous crustacea V
2179,Goatfish,Herbivorous crustacea VI
2180,Goatfish,Omnivorous crustacea V
2181,Goatfish,Carnivorous crustacea III
2182,Goatfish,Omnivorous crustacea VI
2183,Goatfish,Amphiroa crustacea I
2184,Goatfish,Omnivorous crustacea VII
2185,Goatfish,Amphiroa crustacea II
2186,Goatfish,Herbivorous crustacea I
2187,Goatfish,Herbivorous crustacea II
2188,Goatfish,Herbivorous crustacea III
2189,Goatfish,Omnivorous crustacea II
2190,Goatfish,Omnivorous crustacea III
2191,Goatfish,Omnivorous crustacea I (=81)
2192,Goatfish,Carnivorous crustacea I
2193,Goatfish,Carnivorous crustacea II
2194,Goatfish,Molluscivorous crustacea II
2195,Goatfish,Carnivorous ophiuroids
2196,Grunt,Herbivorous micro-zooplankton
2197,Grunt,Omnivorous micro-zooplankton
2198,Grunt,Carnivorous micro-zooplankton
2199,Grunt,Carnivorous micro-zooplankton
2200,Grunt,Macroplanktonic carnivores I
2201,Grunt,Large omnivorous micro-zooplankton
2202,Grunt,Large omnivorous micro-zooplankton
2203,Grunt,Large carnivorous micro-zooplankton
2204,Grunt,Spongivorous nudibranchs
2205,Grunt,Omnivorous gastropod
2206,Grunt,Herbivorous gastropods I
2207,Grunt,Herbivorous gastropods II
2208,Grunt,Herbivorous gastropods III
2209,Grunt,Corallivorous gastropods IV
2210,Grunt,Epifaunal bivalve carnivores I
2211,Grunt,Sponge-anemone carnivores I
2212,Grunt,Epifaunal attached hard substrate suspension feeder
2213,Grunt,Epifaunal free hard substrate suspension feeder
2214,Grunt,Epifaunal bivalve carnivores II
2215,Grunt,Detritivorous gastropods I
2216,Grunt,Epiphyte grazer I
2217,Grunt,Echinoid carnivores I
2218,Grunt,Herbivorous gastropods IV
2219,Grunt,Shallow infaunal deposit feeders I
2220,Grunt,Deep infaunal soft substrate suspension feeders
2221,Grunt,Shallow infaunal suspension feeders with chemosymbionts
2222,Grunt,Shallow infaunal soft substrate suspension feeder
2223,Grunt,Epifaunal attached hard substrate suspension feeder
2224,Grunt,Epifaunal attached soft substrate suspension feeder
2225,Grunt,Epifaunal free hard substrate suspension feeder
2226,Grunt,Infaunal hard substrate suspension feeders
2227,Grunt,Epifaunal free soft substrate suspension feeder
2228,Grunt,Caribbean Reef Octopus
2229,Grunt,Common Octopus
2230,Grunt,Endolithic polychaetes
2231,Grunt,Corallivorous polychaetes
2232,Grunt,Deposit feeders II
2233,Grunt,Stomatopods I
2234,Grunt,Stomatopods II
2235,Grunt,Omnivorous crustacea VIII
2236,Grunt,Omnivorous crustacea XI
2237,Grunt,Cleaner crustacea I
2238,Grunt,Omnivorous crustacea IX
2239,Grunt,Omnivorous crustacea XI
2240,Grunt,Coral macrocrustacean I
2241,Grunt,Coral macrocrustacean II
2242,Grunt,Coral macrocrustacean III
2243,Grunt,Coral macrocrustacean IV
2244,Grunt,Coral macrocrustacean V
2245,Grunt,Coral macrocrustacean VI
2246,Grunt,Herbivorous crustacea V
2247,Grunt,Herbivorous crustacea VI
2248,Grunt,Omnivorous crustacea V
2249,Grunt,Carnivorous crustacea III
2250,Grunt,Omnivorous crustacea VI
2251,Grunt,Amphiroa crustacea I
2252,Grunt,Omnivorous crustacea VII
2253,Grunt,Herbivorous crustacea I
2254,Grunt,Herbivorous crustacea II
2255,Grunt,Herbivorous crustacea III
2256,Grunt,Omnivorous crustacea II
2257,Grunt,Omnivorous crustacea III
2258,Grunt,Carnivorous ophiuroids
2259,Grunt,Diadema
2260,Grunt,Tripneustes
2261,Grunt,Eucidaris
2262,Grunt,Echinometra
2263,Grunt,Lytechinus
2264,Grunt,Deposit feeders I
2265,Grunt,Macroplanktonic herbivores I
2266,Scorpionfish,Stomatopods I
2267,Scorpionfish,Stomatopods II
2268,Scorpionfish,Omnivorous crustacea VIII
2269,Scorpionfish,Omnivorous crustacea XI
2270,Scorpionfish,Epifaunal bivalve carnivores II
2271,Scorpionfish,Detritivorous gastropods I
2272,Scorpionfish,Epiphyte grazer I
2273,Scorpionfish,Echinoid carnivores I
2274,Scorpionfish,Herbivorous gastropods IV
2275,Grunt,Coral macrocrustacean I
2276,Grunt,Coral macrocrustacean II
2277,Grunt,Coral macrocrustacean III
2278,Grunt,Coral macrocrustacean IV
2279,Grunt,Coral macrocrustacean V
2280,Grunt,Coral macrocrustacean VI
2281,Grunt,Herbivorous crustacea V
2282,Grunt,Herbivorous crustacea VI
2283,Grunt,Omnivorous crustacea V
2284,Grunt,Carnivorous crustacea III
2285,Grunt,Omnivorous crustacea VI
2286,Grunt,Amphiroa crustacea I
2287,Grunt,Omnivorous crustacea VII
2288,Grunt,Herbivorous crustacea I
2289,Grunt,Herbivorous crustacea II
2290,Grunt,Herbivorous crustacea III
2291,Grunt,Omnivorous crustacea II
2292,Grunt,Omnivorous crustacea III
2293,Grunt,Diadema
2294,Grunt,Tripneustes
2295,Grunt,Eucidaris
2296,Grunt,Echinometra
2297,Grunt,Lytechinus
2298,Grunt,Deposit feeders I
2299,Grunt,Macroplanktonic herbivores I
2300,Grunt,Benthic carnivores I
2301,Grunt,Hermatypic benthic carnivores I
2302,Grunt,Spongivorous nudibranchs
2303,Grunt,Omnivorous gastropod
2304,Grunt,Herbivorous gastropods I
2305,Grunt,Herbivorous gastropods II
2306,Grunt,Herbivorous gastropods III
2307,Grunt,Corallivorous gastropods IV
2308,Grunt,Epifaunal bivalve carnivores I
2309,Grunt,Sponge-anemone carnivores I
2310,Grunt,Epifaunal attached hard substrate suspension feeder
2311,Grunt,Epifaunal free hard substrate suspension feeder
2312,Grunt,Shallow infaunal deposit feeders I
2313,Grunt,Deep infaunal soft substrate suspension feeders
2314,Grunt,Shallow infaunal suspension feeders with chemosymbionts
2315,Grunt,Shallow infaunal soft substrate suspension feeder
2316,Grunt,Epifaunal attached hard substrate suspension feeder
2317,Grunt,Epifaunal attached soft substrate suspension feeder
2318,Grunt,Epifaunal free hard substrate suspension feeder
2319,Grunt,Infaunal hard substrate suspension feeders
2320,Grunt,Epifaunal free soft substrate suspension feeder
2321,Grunt,Epifaunal bivalve carnivores II
2322,Grunt,Detritivorous gastropods I
2323,Grunt,Epiphyte grazer I
2324,Grunt,Echinoid carnivores I
2325,Grunt,Herbivorous gastropods IV
2326,Grunt,Endolithic polychaetes
2327,Grunt,Corallivorous polychaetes
2328,Grunt,Deposit feeders II
2329,Grunt,Coral macrocrustacean I
2330,Grunt,Coral macrocrustacean II
2331,Grunt,Coral macrocrustacean III
2332,Grunt,Coral macrocrustacean IV
2333,Grunt,Coral macrocrustacean V
2334,Grunt,Coral macrocrustacean VI
2335,Grunt,Herbivorous crustacea V
2336,Grunt,Herbivorous crustacea VI
2337,Grunt,Omnivorous crustacea V
2338,Grunt,Carnivorous crustacea III
2339,Grunt,Omnivorous crustacea VI
2340,Grunt,Amphiroa crustacea I
2341,Grunt,Omnivorous crustacea VII
2342,Grunt,Herbivorous crustacea I
2343,Grunt,Herbivorous crustacea II
2344,Grunt,Herbivorous crustacea III
2345,Grunt,Omnivorous crustacea II
2346,Grunt,Omnivorous crustacea III
2347,Grunt,Carnivorous ophiuroids
2348,Grunt,Holothurian detritivores
2349,Grunt,Epifaunal attached hard substrate suspension feeder
2350,Grunt,Epifaunal free hard substrate suspension feeder
2351,Grunt,Shallow infaunal deposit feeders I
2352,Grunt,Deep infaunal soft substrate suspension feeders
2353,Grunt,Shallow infaunal suspension feeders with chemosymbionts
2354,Grunt,Shallow infaunal soft substrate suspension feeder
2355,Grunt,Epifaunal attached hard substrate suspension feeder
2356,Grunt,Epifaunal attached soft substrate suspension feeder
2357,Grunt,Epifaunal free hard substrate suspension feeder
2358,Grunt,Infaunal hard substrate suspension feeders
2359,Grunt,Epifaunal free soft substrate suspension feeder
