,Predator,Prey
2646, Snapper                           , Herbivorous crustacea I                   
2647, Snapper                           , Herbivorous crustacea II                   
2648, Snapper                           , Herbivorous crustacea III                  
2649, Snapper                           , Omnivorous crustacea II                   
2650, Snapper                           , Omnivorous crustacea III                   
2651, Snapper                           , Zooplanktivorous fish II                   
2652, Moray                            , Grunt                            
2653, Moray                            , Snapper                           
2654, Trumpetfish                         , Omnivorous crustacea VIII                  
2655, Trumpetfish                         , Omnivorous crustacea XI                   
2656, Trumpetfish                         , Cleaner crustacea I                     
2657, Trumpetfish                         , Omnivorous crustacea IX                   
2658, Trumpetfish                         , Omnivorous crustacea XI                   
2659, Trumpetfish                         , Herbivorous fish IV                     
2660, Trumpetfish                         , Flamefish                          
2661, Trumpetfish                         , Herbivorous fish III                     
2662, Trumpetfish                         , Blenny                            
2663, Trumpetfish                         , Goby                             
2664, Trumpetfish                         , Blenny                            
2665, Trumpetfish                         , Grunt                            
2666, Trumpetfish                         , Grunt                            
2667, Trumpetfish                         , Squirrelfish                         
2668, Trumpetfish                         , Soldierfish                         
2669, Trumpetfish                         , Wrasse                            
2670, Trumpetfish                         , Goatfish                           
2671, Trumpetfish                         , Zooplanktivorous fish I                   
2672, Trumpetfish                         , Herbivorous fish II                     
2673, Moray                            , Caribbean Reef Octopus                    
2674, Moray                            , Common Octopus                        
2675, Moray                            , Coral macrocrustacean I                   
2676, Moray                            , Coral macrocrustacean II                   
2677, Moray                            , Coral macrocrustacean III                  
2678, Moray                            , Coral macrocrustacean IV                   
2679, Moray                            , Coral macrocrustacean V                   
2680, Moray                            , Coral macrocrustacean VI 
2681, Moray                            , Herbivorous crustacea V                   
2682, Moray                            , Herbivorous crustacea VI                   
2683, Moray                            , Omnivorous crustacea V                    
2684, Moray                            , Carnivorous crustacea III                  
2685, Moray                            , Omnivorous crustacea VI                   
2686, Moray                            , Amphiroa crustacea I                     
2687, Moray                            , Omnivorous crustacea VII                   
2688, Moray                            , Amphiroa crustacea II                    
2689, Moray                            , Herbivorous crustacea I                   
2690, Moray                            , Herbivorous crustacea II                   
2691, Moray                            , Herbivorous crustacea III                  
2692, Moray                            , Omnivorous crustacea II                   
2693, Moray                            , Omnivorous crustacea III                   
2694, Moray                            , Omnivorous crustacea I (=81)                 
2695, Moray                            , Carnivorous crustacea I                   
2696, Moray                            , Carnivorous crustacea II                   
2697, Moray                            , Molluscivorous crustacea II                 
2698, Moray                            , Herbivorous fish IV                     
2699, Moray                            , Parrotfish                          
2700, Moray                            , Parrotfish                          
2701, Red hind                           , Caribbean Reef Octopus                    
2702, Red hind                           , Common Octopus                        
2703, Red hind                           , Stomatopods II                        
2704, Red hind                           , Omnivorous crustacea VIII                  
2705, Red hind                           , Omnivorous crustacea XI                   
2706, Red hind                           , Coral macrocrustacean I                   
2707, Red hind                           , Coral macrocrustacean II                   
2708, Red hind                           , Coral macrocrustacean III                  
2709, Red hind                           , Coral macrocrustacean IV                   
2710, Red hind                           , Coral macrocrustacean V                   
2711, Red hind                           , Coral macrocrustacean VI 
2712, Red hind                           , Herbivorous crustacea V                   
2713, Red hind                           , Herbivorous crustacea VI                   
2714, Red hind                           , Omnivorous crustacea V                    
2715, Red hind                           , Carnivorous crustacea III                  
2716, Red hind                           , Omnivorous crustacea VI                   
2717, Red hind                           , Amphiroa crustacea I                     
2718, Red hind                           , Omnivorous crustacea VII                   
2719, Red hind                           , Amphiroa crustacea II                    
2720, Red hind                           , Trumpetfish                         
2721, Red hind                           , Goatfish                           
2722, Red hind                           , Trumpetfish                         
2723, Red hind                           , Moray                            
2724, Flounder                           , Caribbean Reef Octopus                    
2725, Flounder                           , Stomatopods II                        
2726, Flounder                           , Zooplanktivorous fish I                   
2727, Flounder                           , Zooplanktivorous fish II                   
2728, Flounder                           , Omnivorous micro-zooplankton                 
2729, Scorpionfish                         , Caribbean Reef Octopus                    
2730, Scorpionfish                         , Omnivorous crustacea VIII                  
2731, Scorpionfish                         , Omnivorous crustacea XI                   
2732, Scorpionfish                         , Coral macrocrustacean I                   
2733, Scorpionfish                         , Coral macrocrustacean II                   
2734, Scorpionfish                         , Coral macrocrustacean III                  
2735, Scorpionfish                         , Coral macrocrustacean IV                   
2736, Scorpionfish                         , Coral macrocrustacean V                   
2737, Scorpionfish                         , Coral macrocrustacean VI 
2738, Scorpionfish                         , Herbivorous crustacea V                   
2739, Scorpionfish                         , Herbivorous crustacea VI                   
2740, Scorpionfish                         , Omnivorous crustacea V                    
2741, Scorpionfish                         , Carnivorous crustacea III                  
2742, Scorpionfish                         , Omnivorous crustacea VI                   
2743, Scorpionfish                         , Amphiroa crustacea I                     
2744, Scorpionfish                         , Omnivorous crustacea VII                   
2745, Scorpionfish                         , Amphiroa crustacea II                    
2746, Scorpionfish                         , Herbivorous fish IV                     
2747, Scorpionfish                         , Zooplanktivorous fish II                   
2748, Bigeye                            , Herbivorous micro-zooplankton                
2749, Bigeye                            , Omnivorous micro-zooplankton                 
2750, Bigeye                            , Carnivorous micro-zooplankton                
2751, Bigeye                            , Carnivorous micro-zooplankton                
2752, Bigeye                            , Macroplanktonic carnivores I                 
2753, Bigeye                            , Large omnivorous micro-zooplankton              
2754, Bigeye                            , Large omnivorous micro-zooplankton              
2755, Bigeye                            , Large carnivorous micro-zooplankton             
2756, Bigeye                            , Slender Inshore Squid                    
2757, Bigeye                            , Caribbean Reef Squid                     
2758, Bigeye                            , Caribbean Reef Octopus                    
2759, Bigeye                            , Corallivorous polychaetes                  
2760, Bigeye                            , Omnivorous crustacea VIII                  
2761, Bigeye                            , Omnivorous crustacea XI                   
2762, Bigeye                            , Coral macrocrustacean I                   
2763, Bigeye                            , Coral macrocrustacean II                   
2764, Bigeye                            , Coral macrocrustacean III                  
2765, Bigeye                            , Coral macrocrustacean IV                   
2766, Bigeye                            , Coral macrocrustacean V                   
2767, Bigeye                            , Coral macrocrustacean VI 
2768, Bigeye                            , Herbivorous crustacea V                   
2769, Bigeye                            , Herbivorous crustacea VI                   
2770, Bigeye                            , Omnivorous crustacea V                    
2771, Bigeye                            , Carnivorous crustacea III                  
2772, Bigeye                            , Omnivorous crustacea VI                   
2773, Bigeye                            , Amphiroa crustacea I                     
2774, Bigeye                            , Omnivorous crustacea VII                   
2775, Bigeye                            , Endolithic polychaetes                    
2776, Hamlet                            , Herbivorous micro-zooplankton                
2777, Hamlet                            , Omnivorous micro-zooplankton                 
2778, Hamlet                            , Carnivorous micro-zooplankton                
2779, Hamlet                            , Carnivorous micro-zooplankton                
2780, Hamlet                            , Macroplanktonic carnivores I                 
2781, Hamlet                            , Large omnivorous micro-zooplankton              
2782, Hamlet                            , Large omnivorous micro-zooplankton              
2783, Hamlet                            , Large carnivorous micro-zooplankton             
2784, Hamlet                            , Stomatopods II                        
2785, Hamlet                            , Omnivorous crustacea VIII                  
2786, Hamlet                            , Omnivorous crustacea XI                   
2787, Hamlet                            , Coral macrocrustacean I                   
2788, Hamlet                            , Coral macrocrustacean II                   
2789, Hamlet                            , Coral macrocrustacean III                  
2790, Hamlet                            , Coral macrocrustacean IV                   
2791, Hamlet                            , Coral macrocrustacean V                   
2792, Hamlet                            , Coral macrocrustacean VI 
2793, Hamlet                            , Herbivorous crustacea V                   
2794, Hamlet                            , Herbivorous crustacea VI                   
2795, Hamlet                            , Omnivorous crustacea V                    
2796, Hamlet                            , Carnivorous crustacea III                  
2797, Hamlet                            , Omnivorous crustacea VI                   
2798, Hamlet                            , Amphiroa crustacea I                     
2799, Hamlet                            , Omnivorous crustacea VII                   
2800, Hamlet                            , Blenny                            
2801, Hamlet                            , Herbivorous fish III                     
2802, Hamlet                            , Blenny                            
2803, Jacknife fish                        , Herbivorous micro-zooplankton                
2804, Jacknife fish                        , Omnivorous micro-zooplankton                 
2805, Jacknife fish                        , Carnivorous micro-zooplankton                
2806, Jacknife fish                        , Carnivorous micro-zooplankton                
2807, Jacknife fish                        , Macroplanktonic carnivores I                 
2808, Jacknife fish                        , Large omnivorous micro-zooplankton              
2809, Jacknife fish                        , Large omnivorous micro-zooplankton              
2810, Jacknife fish                        , Large carnivorous micro-zooplankton             
2811, Jacknife fish                        , Omnivorous crustacea VIII                  
2812, Jacknife fish                        , Omnivorous crustacea XI                   
2813, Jacknife fish                        , Herring                           
2814, Jacknife fish                        , Soldierfish                         
2815, Flounder                           , Stomatopods II                        
2816, Flounder                           , Omnivorous crustacea VIII                  
2817, Flounder                           , Omnivorous crustacea XI                   
2818, Flounder                           , Coral macrocrustacean I                   
2819, Flounder                           , Coral macrocrustacean II                   
2820, Flounder                           , Coral macrocrustacean III                  
2821, Flounder                           , Coral macrocrustacean IV                   
2822, Flounder                           , Coral macrocrustacean V                   
2823, Flounder                           , Coral macrocrustacean VI 
2824, Flounder                           , Herbivorous crustacea V                   
2825, Flounder                           , Herbivorous crustacea VI                   
2826, Flounder                           , Omnivorous crustacea V                    
2827, Flounder                           , Carnivorous crustacea III                  
2828, Flounder                           , Omnivorous crustacea VI                   
2829, Flounder                           , Amphiroa crustacea I                     
2830, Flounder                           , Omnivorous crustacea VII                   
2831, Flounder                           , Amphiroa crustacea II                    
2832, Flounder                           , Goby                             
2833, Coney grouper                        , Stomatopods II                        
2834, Coney grouper                        , Omnivorous crustacea VIII                  
2835, Coney grouper                        , Omnivorous crustacea XI                   
2836, Coney grouper                        , Coral macrocrustacean I                   
2837, Coney grouper                        , Coral macrocrustacean II                   
2838, Coney grouper                        , Coral macrocrustacean III                  
2839, Coney grouper                        , Coral macrocrustacean IV                   
2840, Coney grouper                        , Coral macrocrustacean V                   
2841, Coney grouper                        , Coral macrocrustacean VI 
2842, Coney grouper                        , Herbivorous crustacea V                   
2843, Coney grouper                        , Herbivorous crustacea VI                   
2844, Coney grouper                        , Omnivorous crustacea V                    
2845, Coney grouper                        , Carnivorous crustacea III                  
2846, Coney grouper                        , Omnivorous crustacea VI                   
2847, Coney grouper                        , Amphiroa crustacea I                     
2848, Coney grouper                        , Omnivorous crustacea VII                   
2849, Coney grouper                        , Amphiroa crustacea II                    
2850, Coney grouper                        , Herbivorous fish IV                     
2851, Coney grouper                        , Trumpetfish                         
2852, Coney grouper                        , Hawkfish                           
2853, Coney grouper                        , Pufferfish                          
2854, Hamlets                           , Stomatopods II                        
2855, Hamlets                           , Omnivorous crustacea VIII                  
2856, Hamlets                           , Omnivorous crustacea XI                   
2857, Hamlets                           , Coral macrocrustacean I                   
2858, Hamlets                           , Coral macrocrustacean II                   
2859, Hamlets                           , Coral macrocrustacean III                  
2860, Hamlets                           , Coral macrocrustacean IV                   
2861, Hamlets                           , Coral macrocrustacean V                   
2862, Hamlets                           , Coral macrocrustacean VI 
2863, Hamlets                           , Herbivorous crustacea V                   
2864, Hamlets                           , Herbivorous crustacea VI                   
2865, Hamlets                           , Omnivorous crustacea V                    
2866, Hamlets                           , Carnivorous crustacea III                  
2867, Hamlets                           , Omnivorous crustacea VI                   
2868, Hamlets                           , Amphiroa crustacea I                     
2869, Hamlets                           , Omnivorous crustacea VII                   
2870, Hamlets                           , Molluscivorous crustacea II                 
2871, Hamlets                           , Amphiroa crustacea II                    
2872, Hamlets                           , Blenny                            
2873, Hamlets                           , Herbivorous fish III                     
2874, Hamlets                           , Blenny                            
2875, Snapper                           , Pufferfish                          
2876, Snapper                           , Epifaunal bivalve carnivores II               
2877, Snapper                           , Detritivorous gastropods I                  
2878, Snapper                           , Epiphyte grazer I                      
2879, Snapper                           , Echinoid carnivores I                    
2880, Snapper                           , Herbivorous gastropods IV                  
2881, Snapper                           , Molluscivores II                       
2882, Snapper                           , Molluscivores III                      
2883, Snapper                           , Common Octopus                        
2884, Snapper                           , Cleaner crustacea I                     
2885, Snapper                           , Omnivorous crustacea IX                   
2886, Snapper                           , Omnivorous crustacea XI                   
2887, Snapper                           , Molluscivorous crustacea II                 
2888, Snapper                           , Herbivorous crustacea I                   
2889, Snapper                           , Herbivorous crustacea II                   
2890, Snapper                           , Herbivorous crustacea III                  
2891, Snapper                           , Omnivorous crustacea II                   
2892, Snapper                           , Omnivorous crustacea III                   
2893, Snapper                           , Omnivorous crustacea I (=81)                 
2894, Snapper                           , Carnivorous crustacea I                   
2895, Snapper                           , Carnivorous crustacea II                   
2896, Snapper                           , Molluscivorous crustacea II                 
2897, Snapper                           , Porcupinefish II                       
2898, Snapper                           , Cornetfish                          
2899, Snapper                           , Margate                           
2900, Snapper                           , Grunt                            
2901, Snapper                           , Goatfish                           
2902, Snapper                           , Parrotfish                          
2903, Snapper                           , Scorpionfish                         
2904, Snapper                           , Omnivorous gastropod                     
2905, Snapper                           , Herbivorous gastropods I                   
2906, Snapper                           , Herbivorous gastropods II                  
2907, Snapper                           , Herbivorous gastropods III                  
2908, Snapper                           , Corallivorous gastropods IV                 
2909, Snapper                           , Epifaunal bivalve carnivores I                
2910, Snapper                           , Sponge-anemone carnivores I                 
2911, Snapper                           , Gorgonian carnivores I                    
2912, Snapper                           , Herbivorous gastropod carnivores I              
2913, Snapper                           , Omnivorous crustacea VIII                  
2914, Snapper                           , Omnivorous crustacea XI                   
2915, Snapper                           , Coral macrocrustacean I                   
2916, Snapper                           , Coral macrocrustacean II                   
2917, Snapper                           , Coral macrocrustacean III                  
2918, Snapper                           , Coral macrocrustacean IV                   
2919, Snapper                           , Coral macrocrustacean V                   
2920, Snapper                           , Coral macrocrustacean VI 
2921, Snapper                           , Herbivorous crustacea II                   
2922, Snapper                           , Herbivorous crustacea III                  
2923, Snapper                           , Omnivorous crustacea I (=81)                 
2924, Snapper                           , Omnivorous crustacea II                   
2925, Snapper                           , Omnivorous crustacea III                   
2926, Snapper                           , Molluscivorous crustacea III                 
2927, Snapper                           , Carnivorous crustacea I                   
2928, Snapper                           , Carnivorous crustacea II                   
2929, Snapper                           , Omnivorous crustacea IV                   
2930, Snapper                           , Herbivorous crustacea IV                   
2931, Snapper                           , Herbivorous crustacea V                   
2932, Snapper                           , Herbivorous crustacea VI                   
2933, Snapper                           , Omnivorous crustacea V                    
2934, Snapper                           , Carnivorous crustacea III                  
2935, Snapper                           , Omnivorous crustacea VI                   
2936, Snapper                           , Amphiroa crustacea I                     
2937, Snapper                           , Omnivorous crustacea VII                   
2938, Snapper                           , Amphiroa crustacea II                    
2939, Snapper                           , Trumpetfish                         
2940, Snapper                           , Herbivorous fish IV                     
2941, Sergeant major                        , Filamentous macroalgae                    
2942, Sergeant major                        , Sheet macroalgae                       
2943, Sergeant major                        , Coarsely branched macroalgae                 
2944, Sergeant major                        , Herbivorous micro-zooplankton                
2945, Sergeant major                        , Omnivorous micro-zooplankton                 
2946, Sergeant major                        , Carnivorous micro-zooplankton                
2947, Sergeant major                        , Carnivorous micro-zooplankton                
2948, Sergeant major                        , Macroplanktonic carnivores I                 
2949, Sergeant major                        , Large omnivorous micro-zooplankton              
2950, Sergeant major                        , Large omnivorous micro-zooplankton              
2951, Sergeant major                        , Large carnivorous micro-zooplankton             
2952, Sergeant major                        , Benthic carnivores I                     
2953, Sergeant major                        , Hermatypic benthic carnivores I               
2954, Sergeant major                        , Spongivorous nudibranchs                   
2955, Sergeant major                        , Omnivorous gastropod                     
2956, Sergeant major                        , Herbivorous gastropods I                   
2957, Sergeant major                        , Herbivorous gastropods II                  
2958, Sergeant major                        , Herbivorous gastropods III                  
2959, Sergeant major                        , Corallivorous gastropods IV                 
2960, Sergeant major                        , Epifaunal bivalve carnivores I                
2961, Sergeant major                        , Sponge-anemone carnivores I                 
2962, Sergeant major                        , Corallivorous polychaetes                  
2963, Sergeant major                        , Endolithic polychaetes                    
2964, Sergeant major                        , Zooplanktivorous fish II                   
2965, Sergeant major                        , Macroplanktonic herbivores I                 
2966, Hind                             , Spongivorous nudibranchs                   
2967, Hind                             , Omnivorous gastropod                     
2968, Hind                             , Herbivorous gastropods I                   
2969, Hind                             , Herbivorous gastropods II                  
2970, Hind                             , Herbivorous gastropods III                  
2971, Hind                             , Corallivorous gastropods IV                 
2972, Hind                             , Epifaunal bivalve carnivores I                
2973, Hind                             , Sponge-anemone carnivores I                 
2974, Hind                             , Gorgonian carnivores I                    
2975, Hind                             , Herbivorous gastropod carnivores I              
2976, Hind                             , Omnivorous crustacea VIII                  
2977, Hind                             , Omnivorous crustacea XI                   
2978, Hind                             , Coral macrocrustacean I                   
2979, Hind                             , Coral macrocrustacean II                   
2980, Hind                             , Coral macrocrustacean III                  
2981, Hind                             , Coral macrocrustacean IV                   
2982, Hind                             , Coral macrocrustacean V                   
2983, Hind                             , Coral macrocrustacean VI 
2984, Hind                             , Herbivorous crustacea V                   
2985, Hind                             , Herbivorous crustacea VI                   
2986, Hind                             , Omnivorous crustacea V                    
2987, Hind                             , Carnivorous crustacea III                  
2988, Hind                             , Omnivorous crustacea VI                   
2989, Hind                             , Amphiroa crustacea I                     
2990, Hind                             , Omnivorous crustacea VII                   
2991, Hind                             , Amphiroa crustacea II                    
2992, Hind                             , Trumpetfish                         
2993, Hind                             , Herbivorous fish IV                     
2994, Hind                             , Stomatopods II                        
2995, Hind                             , Omnivorous crustacea VIII                  
2996, Hind                             , Omnivorous crustacea XI                   
2997, Hind                             , Coral macrocrustacean I                   
2998, Hind                             , Coral macrocrustacean II                   
2999, Hind                             , Coral macrocrustacean III                  
3000, Hind                             , Coral macrocrustacean IV                   
3001, Hind                             , Coral macrocrustacean V                   
3002, Hind                             , Coral macrocrustacean VI 
3003, Hind                             , Herbivorous crustacea V                   
3004, Hind                             , Herbivorous crustacea VI                   
3005, Hind                             , Omnivorous crustacea V                    
3006, Hind                             , Carnivorous crustacea III                  
3007, Hind                             , Omnivorous crustacea VI                   
3008, Hind                             , Amphiroa crustacea I                     
3009, Hind                             , Omnivorous crustacea VII                   
3010, Hind                             , Amphiroa crustacea II                    
3011, Hind                             , Flamefish                          
3012, Hind                             , Butterflyfish                        
3013, Hind                             , Butterflyfish                        
3014, Hind                             , Butterflyfish                        
3015, Hind                             , Butterflyfish                        
3016, Hind                             , Goby                             
3017, Hind                             , Margate                           
3018, Hind                             , Grunt                            
3019, Hind                             , Grunt                            
3020, Hind                             , Grunt                            
3021, Hind                             , Grunt                            
3022, Hind                             , Grunt                            
3023, Hind                             , Grunt                            
3024, Hind                             , Grunt                            
3025, Hind                             , Squirrelfish                         
3026, Hind                             , Sergeant major                        
3027, Jack                             , Herbivorous micro-zooplankton                
3028, Jack                             , Omnivorous micro-zooplankton                 
3029, Jack                             , Carnivorous micro-zooplankton                
3030, Jack                             , Carnivorous micro-zooplankton                
3031, Jack                             , Macroplanktonic carnivores I                 
3032, Jack                             , Large omnivorous micro-zooplankton              
3033, Jack                             , Large omnivorous micro-zooplankton              
3034, Jack                             , Large carnivorous micro-zooplankton             
3035, Jack                             , Slender Inshore Squid                    
3036, Jack                             , Omnivorous crustacea VIII                  
3037, Jack                             , Omnivorous crustacea XI                   
3038, Jack                             , Herbivorous fish IV                     
3039, Jack                             , Blenny                            
3040, Jack                             , Herbivorous fish III                     
3041, Jack                             , Zooplanktivorous fish II                   
3042, Jack                             , Goatfish                           
3043, Jack                             , Goatfish                           
3044, Jack                             , Parrotfish                          
3045, Jack                             , Parrotfish                          
3046, Jack                             , Herbivorous fish I                      
3047, Lizardfish                          , Slender Inshore Squid                    
3048, Lizardfish                          , Jack                             
3049, Lizardfish                          , Zooplanktivorous fish I                   
3050, Lizardfish                          , Carnivorous fish V                      
3051, Lizardfish                          , Palometa                           
3052, Lizardfish                          , Herring                           
3053, Lizardfish                          , Zooplanktivorous fish II                   
3054, Lizardfish                          , Margate                           
3055, Lizardfish                          , Grunt                            
3056, Lizardfish                          , Grunt                            
3057, Lizardfish                          , Grunt                            
3058, Lizardfish                          , Grunt                            
3059, Lizardfish                          , Grunt                            
3060, Lizardfish                          , Grunt                            
3061, Lizardfish                          , Grunt                            
3062, Lizardfish                          , Grunt                            
3063, Lizardfish                          , Bass                             
3064, Snapper                           , Caribbean Reef Octopus                    
3065, Snapper                           , Omnivorous crustacea VIII                  
3066, Snapper                           , Omnivorous crustacea XI                   
3067, Snapper                           , Coral macrocrustacean I                   
3068, Snapper                           , Coral macrocrustacean II                   
3069, Snapper                           , Coral macrocrustacean III                  
3070, Snapper                           , Coral macrocrustacean IV                   
3071, Snapper                           , Coral macrocrustacean V                   
3072, Snapper                           , Coral macrocrustacean VI 
3073, Snapper                           , Herbivorous crustacea V                   
3074, Snapper                           , Herbivorous crustacea VI                   
3075, Snapper                           , Omnivorous crustacea V                    
3076, Snapper                           , Carnivorous crustacea III                  
3077, Snapper                           , Omnivorous crustacea VI                   
3078, Snapper                           , Amphiroa crustacea I                     
3079, Snapper                           , Omnivorous crustacea VII                   
3080, Snapper                           , Squirrelfish                         
3081, Snapper                           , Squirrelfish                         
3082, Snapper                           , Squirrelfish                         
3083, Snapper                           , Squirrelfish                         
3084, Snapper                           , Soldierfish                         
3085, Snapper                           , Lizardfish                          
3086, Snapper                           , Herbivorous micro-zooplankton                
3087, Snapper                           , Omnivorous micro-zooplankton                 
3088, Snapper                           , Carnivorous micro-zooplankton                
3089, Snapper                           , Carnivorous micro-zooplankton                
3090, Snapper                           , Macroplanktonic carnivores I                 
3091, Snapper                           , Large omnivorous micro-zooplankton              
3092, Snapper                           , Large omnivorous micro-zooplankton              
3093, Snapper                           , Large carnivorous micro-zooplankton             
3094, Snapper                           , Spongivorous nudibranchs                   
3095, Snapper                           , Omnivorous gastropod                     
3096, Snapper                           , Herbivorous gastropods I                   
3097, Snapper                           , Herbivorous gastropods II                  
3098, Snapper                           , Herbivorous gastropods III                  
3099, Snapper                           , Corallivorous gastropods IV                 
3100, Snapper                           , Epifaunal bivalve carnivores I                
3101, Snapper                           , Sponge-anemone carnivores I                 
3102, Snapper                           , Endolithic polychaetes                    
3103, Snapper                           , Corallivorous polychaetes                  
3104, Snapper                           , Omnivorous crustacea VIII                  
3105, Snapper                           , Omnivorous crustacea XI                   
3106, Snapper                           , Coral macrocrustacean I                   
3107, Snapper                           , Coral macrocrustacean II                   
3108, Snapper                           , Coral macrocrustacean III                  
3109, Snapper                           , Coral macrocrustacean IV                   
3110, Snapper                           , Coral macrocrustacean V                   
3111, Snapper                           , Coral macrocrustacean VI 
3112, Snapper                           , Herbivorous crustacea V                   
3113, Snapper                           , Herbivorous crustacea VI                   
3114, Snapper                           , Omnivorous crustacea V                    
3115, Snapper                           , Carnivorous crustacea III                  
3116, Snapper                           , Omnivorous crustacea VI                   
3117, Snapper                           , Amphiroa crustacea I                     
3118, Snapper                           , Omnivorous crustacea VII                   
3119, Snapper                           , Gorgonian carnivores I                    
3120, Snapper                           , Herbivorous gastropod carnivores I              
3121, Snapper                           , Slender Inshore Squid                    
3122, Snapper                           , Caribbean Reef Octopus                    
3123, Snapper                           , Molluscivorous crustacea II                 
3124, Snapper                           , Molluscivorous crustacea III                 
3125, Snapper                           , Coral macrocrustacean I                   
3126, Snapper                           , Coral macrocrustacean II                   
3127, Snapper                           , Coral macrocrustacean III                  
3128, Snapper                           , Coral macrocrustacean IV                   
3129, Snapper                           , Coral macrocrustacean V                   
3130, Snapper                           , Coral macrocrustacean VI 
3131, Snapper                           , Herbivorous crustacea V                   
3132, Snapper                           , Herbivorous crustacea VI                   
3133, Snapper                           , Omnivorous crustacea V                    
3134, Snapper                           , Carnivorous crustacea III                  
3135, Snapper                           , Omnivorous crustacea VI                   
3136, Snapper                           , Amphiroa crustacea I                     
3137, Snapper                           , Omnivorous crustacea VII                   
3138, Snapper                           , Amphiroa crustacea II                    
3139, Snapper                           , Trumpetfish                         
3140, Snapper                           , Triggerfish                         
3141, Snapper                           , Zooplanktivorous fish II                   
3142, Snapper                           , Grunt                            
3143, Snapper                           , Goatfish                           
3144, Snapper                           , Moray                            
3145, Snapper                           , Sharptail eel                        
3146, Snapper                           , Herbivorous fish IV                     
3147, Snapper                           , Hind                             
3148, Snapper                           , Coney grouper                        
3149, Snapper                           , Omnivorous crustacea VIII                  
3150, Snapper                           , Omnivorous crustacea XI                   
3151, Snapper                           , Cleaner crustacea I                     
3152, Snapper                           , Omnivorous crustacea IX                   
3153, Snapper                           , Coral macrocrustacean I                   
3154, Snapper                           , Coral macrocrustacean II                   
3155, Snapper                           , Coral macrocrustacean III                  
3156, Snapper                           , Coral macrocrustacean IV                   
3157, Snapper                           , Coral macrocrustacean V                   
3158, Snapper                           , Coral macrocrustacean VI 
3159, Snapper                           , Herbivorous crustacea V                   
3160, Snapper                           , Herbivorous crustacea VI                   
3161, Snapper                           , Omnivorous crustacea V                    
3162, Snapper                           , Carnivorous crustacea III                  
3163, Snapper                           , Omnivorous crustacea VI                   
3164, Snapper                           , Amphiroa crustacea I                     
3165, Snapper                           , Omnivorous crustacea VII                   
3166, Snapper                           , Amphiroa crustacea II                    
3167, Snapper                           , Herbivorous crustacea I                   
3168, Snapper                           , Herbivorous crustacea II                   
3169, Snapper                           , Herbivorous crustacea III                  
3170, Snapper                           , Omnivorous crustacea II                   
3171, Snapper                           , Omnivorous crustacea III                   
3172, Snapper                           , Omnivorous crustacea I (=81)                 
3173, Snapper                           , Carnivorous crustacea I                   
3174, Snapper                           , Carnivorous crustacea II                   
3175, Snapper                           , Molluscivorous crustacea II                 
3176, Snapper                           , Trumpetfish                         
3177, Snapper                           , Zooplanktivorous fish II                   
3178, Snapper                           , Hogfish                           
